population_group_id,population_group_name,measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Toute la population,5,Prévalence,305,Bermudes,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0095347850303489,0.0113323077704346,0.0077878734080183
1,Toute la population,5,Prévalence,305,Bermudes,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,914.1536786560199,1088.05708149602,751.7618564345299
1,Toute la population,5,Prévalence,129,Honduras,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0013884229193017,0.0018158321909888,0.0010126240561105
1,Toute la population,5,Prévalence,129,Honduras,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,135.72662048492,177.22889204023,98.96190681108999
1,Toute la population,5,Prévalence,69,Singapour,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0074447357290333,0.0083466030688368,0.0066851783235345
1,Toute la population,5,Prévalence,69,Singapour,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,680.77614662258,763.22824078769,614.11425329448
1,Toute la population,5,Prévalence,435,Sud-Soudan,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0031152515986333,0.0041882147185861,0.0021905948621874
1,Toute la population,5,Prévalence,435,Sud-Soudan,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,308.74574626778,414.26494289692005,216.612055845
1,Toute la population,5,Prévalence,112,La Grenade,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.005138579940759,0.0061372557079643,0.0042266752342522
1,Toute la population,5,Prévalence,112,La Grenade,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,497.61673179326,596.65305068455,410.75144999959
1,Toute la population,5,Prévalence,305,Bermudes,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2023,0.0103929209533801,0.0123381130926912,0.00868345901402
1,Toute la population,5,Prévalence,305,Bermudes,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2023,995.6851634036701,1181.24203664434,830.2375529689101
1,Toute la population,5,Prévalence,522,Soudan,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2023,0.0026507968854325,0.0039434398587362,0.001801601086101
1,Toute la population,5,Prévalence,522,Soudan,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2023,260.17309220462,386.50670409232,176.44066976094
1,Toute la population,5,Prévalence,37,Kirghizistan,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0022522924432039,0.0025288579538758,0.0020258755071811
1,Toute la population,5,Prévalence,37,Kirghizistan,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,218.82804923088,246.29211144517,196.30593050926
1,Toute la population,5,Prévalence,24,Îles Marshall,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0047010562413357,0.0063777773030588,0.0034028478725963
1,Toute la population,5,Prévalence,24,Îles Marshall,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,461.98971784242,625.56575797189,334.22827424793996
1,Toute la population,5,Prévalence,99,Uruguay,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0083496843519383,0.0091869219706064,0.0075548819282487
1,Toute la population,5,Prévalence,99,Uruguay,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,792.93577609805,872.8731532383699,719.29738396134
1,Toute la population,5,Prévalence,205,Côte d’Ivoire,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0060714075643778,0.0084600558062825,0.0044929241022957
1,Toute la population,5,Prévalence,205,Côte d’Ivoire,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,599.14802299844,835.7822940623901,442.61921073312004
1,Toute la population,5,Prévalence,125,Colombie,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0039048682276841,0.0043437869220865,0.0034829706450767
1,Toute la population,5,Prévalence,125,Colombie,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,378.32338116191,419.73687208476,337.63402807404
1,Toute la population,5,Prévalence,52,Roumanie,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0052171471315076,0.0059794439727826,0.004591880393655
1,Toute la population,5,Prévalence,52,Roumanie,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,500.94995341610996,573.2224776606799,438.88854366602
1,Toute la population,5,Prévalence,84,Irlande,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0112605416631243,0.0126783624371478,0.0098490582886043
1,Toute la population,5,Prévalence,84,Irlande,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,1055.42927368099,1193.00389610898,923.43798777852
1,Toute la population,5,Prévalence,522,Soudan,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0025597932925817,0.0036715107846118,0.0017248665083946
1,Toute la population,5,Prévalence,522,Soudan,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,251.35825878078998,360.85816900929,170.06188845669
1,Toute la population,5,Prévalence,131,Nicaragua,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0033099156398991,0.0042217556339447,0.0025878828963695
1,Toute la population,5,Prévalence,131,Nicaragua,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,321.43243093129996,410.12173828927,250.47659527804998
1,Toute la population,5,Prévalence,39,Tadjikistan,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,2,%,2022,0.0023473960017968,0.0031470361964935,0.0018035920182533
1,Toute la population,5,Prévalence,39,Tadjikistan,2,Femme,27,Normalisé selon l'âge,429,Cancer du sein,3,Taux,2022,227.37482220277,304.77162944444996,174.6420203021
